grade,de,en,tr,article
B1,Rehmen,Rehmen,Rahmen,-
A2,Reich,Rich,Zengin,das
B1,Reichen,Are sufficient,Yeterli mi,das
B1,Reif,Ripe,Olgun,der
A2,Reifen,Tires,Lastikler,der
A2,Reihe,Row,Sıra,die
B1,Reihenfolge,Series,Seri,die
A2,Rein,Pure,Saf,die
,Reinform,Pure form,Saf form,das
B1,Reingeh,Go in,İçeri gir,-
B1,Reinig,Clean,Temiz,-
A2,Reinigung,cleaning,temizlik,die
A2,Reinkommen,Come in,Girin,Verb
A1,Reis,rice,pirinç,der
A1,Reise,trip,yolculuk,die
A1,Reisebüro,Travel agency,Seyahat Acentası,-
A1,Reiseführer,travel Guide,Gezi Rehberi,der
B1,Reiseleiterin,Tour guide,Tur rehberi,die
B1,Reiseorganisation,Travel organization,Seyahat organizasyonu,-
A2,Reiten,Ride,Sürmek,das
B1,Rekord,record,kayıt,der
,Relation,relation,ilişki,die
B1,Relativ,Relative,Akraba,Adjektiv
A1,Relevant,Relevant,İlgili,Adjektiv
A2,Relevanz,relevance,alaka,die
A2,Religion,religion,din,die
B1,Renn,Run,Koşmak,-
B1,Rennen,Run,Koşmak,das
B1,Rennfahrer,Racer,Yarışçı,der
A2,Renovieren,Renovate,Yenilemek,das
B1,Renovierung,renovation,yenileme,die
A2,Rentner,Pensioner,Emekli,der
A2,Rentnerin,pensioner,emekli,die
A1,Reparatur,repair,Onarım,die
A1,Reparieren,Repair,Tamirat,das
B1,Repariern,Repair,Tamirat,-
B1,Reparierst,Repair,Tamirat,-
B1,Report,report,rapor,der
B1,Reportag,Reportage,Röportaj,-
B1,Reporterin,reporter,muhabir,die
B1,Republik,republic,cumhuriyet,die
A2,Reservieren,Reserve,Rezerv,das
B1,Reservierung,reservation,rezervasyon,die
B1,Respekt,respect,Saygı,der
A2,Rest,rest,dinlenmek,der
B1,Restaunötig,Remaining necessary,Gerekli kalan,-
A1,Restaurant,restaurant,restorant,das
B1,Retten,Save,Kaydetmek,das
A1,Revidieren,Revise,Tekrar düzeltme yapmak,Verb
,Revier,Territory,Bölge,das
A2,Rezept,Recipe,Yemek tarifi,das
B1,Rezeptfrei,No prescription,Reçete yok,-
A1,Rezeption,reception,resepsiyon,die
A2,Rezeptiv,Receptive,Alıcı,-
A1,Rhein,Rhine,Ren Nehri,der
B1,Richten,Judge,Yargıç,das
B1,Richter,Judge,Yargıç,der
B1,Richterin,Judge,Yargıç,die
A1,Richtig,correct,doğru,Adjektiv
B1,Richtung,Direction,Yön,die
A2,Rico,Rico,Riko,-
A1,Riechen,Smell,Koku,das
B1,Riesig,Gigantic,Devasa,Adjektiv
A2,Rind,beef,biftek,das
A2,Ring,ring,yüzük,der
B1,Risiko,risk,risk,das
B1,Roch,Smell,Koku,der
A2,Rock,rock,kaynak,der
B1,Roh,Raw,Çiğ,Adjektiv
B1,Rohr,Pipe,Boru,das
B1,Rolle,role,rol,die
B1,Rom,Rome,Roma,der
A2,Romantisch,Romantic,Romantik,Adjektiv
B1,Room,Room,Oda,-
A2,Ros,Ros,Ros,-
A2,Rosa,Pink,Pembe,das
A1,Rot,Red,kırmızı,das
A2,Roteoder,Roteoder,Rotader,-
A2,Roterose,Red rose,Kırmızı gül,-
B1,Rrigieren,Direct,Doğrudan,-
A2,Rucksack,Backpack,Sırt çantası,der
A1,Ruf,reputation,itibar,der
A1,Rufen,Call,Arama,das
B1,Rufnummer,Phone number,Telefon numarası,die
A2,Rufst,you call,sen ara,-
A2,Ruh,Quiet,Sessizlik,-
A2,Ruhe,Quiet,Sessizlik,die
A2,Ruhen,Rest,Dinlenmek,das
B1,Ruhetag,Rest day,Dinlenme günü,der
A1,Ruhig,a quiet,sessizlik,Adjektiv
A2,Rund,Around,Etrafında,das
B1,Runde,round,yuvarlak,die
B1,Rundfahren,Driving around,Etrafta dolaşmak,-
B1,Rundfunk,Broadcasting,Yayıncılık,der
A2,Rundgang,tour,tur,der
A2,Rundreise,Round trip,Gidiş,die
B1,Runter,Down,Aşağı,-
B1,Runtergeladen,Downloaded,İndirildi,-
B1,Runtergeworfen,Thrown down,Aşağı atıldı,-
B1,Runterwerfe,Throw down,Aşağı at,-
A1,Rusch,Rush,Acele etmek,-
A1,Russisch,Russian,Rusça,das
A2,Rätsel,Puzzle,Bulmaca,das
B1,Räu,Rough,Kaba,-
A2,Räumen,rooms,odalar,das
B1,Räumst,clear,temizlemek,-
A2,Röck,Rock,Kaynak,-
B1,Römisch,Roman,Roma,Adjektiv
B1,Rück,back,geri,das
A2,Rücken,Back,Geri,der
B1,Rückfahren,Drive back,Geri git,-
B1,Rückkehr,return,geri dönmek,die
B1,Rückmeldung,Return message,Mesajı geri gönder,die
B1,Rückseit,Back,Geri,-
B1,Rücksicht,Consideration,Düşünce,die
B1,Rückwärts,Backward,Geri,-
B1,Rüebli,Carrots,Havuç,-
A2,Rügen,Reprimands,Kınamalar,das
B1,Saal,room,oda,der
A2,Sache,Matter,Konu,die
B1,Sack,bag,çanta,der
A1,Saft,juice,meyve suyu,der
A1,Sag,Sag,sarkma,-
A1,Sagen,of legends,efsanelerin,das
B1,Sahnen,creams,kremler,-
B1,Saison,season,mevsim,die
A1,Salat,salad,salata,der
,Saling,Saling,Satış,die
A1,Salz,salt,tuz,das
B1,Salzig,Salty,Tuzlu,Adjektiv
B1,Samen,seeds,tohumlar,der
A2,Sammeln,Collect,TOPLAMAK,das
A1,Samstag,Saturday,Cumartesi,der
B1,Samstagabend,Saturday evening,Cumartesi akşamı,der
B1,Samtgewichen,Velvet softened,Kadife yumuşatılmış,-
B1,Sand,sand,kum,der
B1,Sandte,Sent,Gönderilmiş,-
B1,Sandwich,sandwich,sandviç,das
A2,Sarah,Sarah,Sara,-
B1,Satt,Full,Tam dolu,Adjektiv
A1,Satz,sentence,cümle,der
A2,Sauber,Clean,Temiz,-
A2,Sauberes,Clean,Temiz,-
B1,Sauce,sauce,sos,die
A2,Sauer,Sour,Ekşi,das
B1,Schachtel,box,kutu,die
A2,Schaden,Damage,Zarar,der
B1,Schaf,sheep,koyun,das
A2,Schaffen,Create,Yaratmak,das
A2,Schaffst,Create,Yaratmak,-
B1,Schalt,Switch,Anahtar,-
B1,Schalten,Switch,Anahtar,das
A1,Schalter,desk,masa,der
A2,Scharf,Sharp,Keskin,-
B1,Scharfen,Sharpen,Keskinleştir,-
,Scharlach,scarlet,kırmızı,das
B1,Schatten,Shadow,Gölge,der
B1,Schatz,Treasure,Hazine,der
A2,Schatzes,treasure,hazine,-
A2,Schau,Look,Bakmak,die
A2,Schauen,Look,Bakmak,das
B1,Schaufenster,Shop window,Vitrin,das
A2,Schauspieler,Actor,Aktör,der
A2,Schauspielerin,actress,aktris,die
A2,Schaust,Look,Bakmak,-
B1,Schaute,Looked,Baktım,-
B1,Scheib,Disk,Disk,-
B1,Scheiben,slices,dilimler,-
A2,Scheiden,Sheaths,Kılıflar,das
B1,Scheidung,divorce,boşanmak,die
A1,Schein,appearance,görünüm,der
,Schelle,clamp,kelepçe,die
A2,Schenken,Give,Vermek,das
A2,Scher,Shear,Kırpmak,der
B1,Scheren,Scissors,Makas,das
B1,Schi,ski,kayak,der
A1,Schick,chic,şık,der
A1,Schicken,chic one,şık olan,das
B1,Schieben,Push,İtmek,das
B1,Schief,Wrong,Yanlış,Adjektiv
,Schiefe,Skewness,çarpıklık,die
B1,Schießen,Shoot,Film çekmek,das
A2,Schiff,Ship,Gemi,das
B1,Schiffskatastrophe,Ship disaster,Gemi felaketi,-
A1,Schild,shield,Kalkan,das
B1,Schildkrot,Turtle,Kaplumbağa,das
A1,Schillerstraße,Schiller Street,Schiller Caddesi,die
A2,Schimpfe,Rant,bağırmak,die
A2,Schimpfst,scold you,seni azarlamak,-
A1,Schinken,ham,jambon,der
A1,Schinkenbrot,a ham sandwich,jambonlu sandviç,das
A2,Schirm,screen,ekran,der
,Schlacht,battle,savaş,die
A2,Schlaf,Sleep,Uyumak,der
A1,Schlafen,Sleep,Uyumak,das
A1,Schlafzimmer,bedroom,yatak odası,das
A2,Schlagen,Hit,Vurmak,das
B1,Schlagober,whipped cream,krem şanti,-
B1,Schlangen,Snakes,Yılanlar,-
B1,Schlank,Slim,İnce,-
A1,Schlecht,bad,kötü,Adjektiv
B1,Schlechtem,bad,kötü,-
B1,Schlief,Slept,Uyudum,der
A1,Schließen,Close,Kapalı,das
B1,Schließlich,Finally,Nihayet,-
A2,Schlimm,Terrible,Korkunç,-
A2,Schloss,Lock,Kilit,das
A1,Schluss,end,son,der
B1,Schläfst,Sleeping,Uyku,-
A1,Schlüssel,Key,Anahtar,der
B1,Schmal,Narrow,Dar,Adjektiv
,Schmalz,lard,domuz yağı,das
B1,Schmecke,Taste,Tatmak,-
A1,Schmecken,Taste good,Lezzetli,das
A2,Schmeckt's,It tastes good,Tadı güzel,-
A2,Schmerz,pain,ağrı,der
B1,Schmerzmittel,Painkillers,Ağrı kesiciler,das
B1,Schmerztablette,Painkiller,Ağrı kesici,die
B1,Schminken,Make-up,Makyaj yapmak,das
B1,Schmuck,Jewelry,Takı,der
B1,Schmutz,dirt,kir,der
A2,Schmutzig,Dirty,Kirli,-
B1,Schnallen,buckles,tokalar,-
B1,Schnalln,Buckle,Toka,-
A2,Schnee,Snow,Kar,der
A2,Schnei,Snow,Kar,-
A2,Schneiden,Cut,Kesmek,das
A2,Schneider,Tailor,Terzi,der
A2,Schneit,Snowing,Kar yağışı,-
B1,Schneite,Snows,Karlar,-
A1,Schnell,Fast,Hızlı,Adjektiv
A2,Schnellse,Quickse,Quickse,-
B1,Schnitzel,Schnitzel,Şnitzel,das
B1,Schnupfen,Sniffles,Nezle,der
,Schof,Schof,Schof,der
A2,Schokolade,Chocolate,Çikolata,die
B1,Schokoladeneis,Chocolate ice cream,Çikolatalı dondurma,das
B1,Schokoladenglace,Chocolate ice cream,Çikolatalı dondurma,-
A2,Schokoladenkuchen,Chocolate cake,Çikolatalı kek,der
A1,Schon,already,zaten,-
B1,Schoss,Lap,Kucak,der
A1,Schrank,cupboard,dolap,der
B1,Schreck,Shock,Şok,der
A2,Schrecklich,Terrible,Korkunç,-
A2,Schrecklick,Shock click,Şok tıklama,-
B1,Schrei,Scream,Bağırmak,der
A2,Schreib,Write,Yazmak,-
A1,Schreiben,writing,yazı,das
B1,Schreibheft,Writing notebook,Not defteri yazma,das
B1,Schreibtisch,Desk,Çalışma masası,der
B1,Schreie,Screams,Çığlıklar,-
B1,Schreit,Screams,Çığlıklar,-
B1,Schrifen,writings,yazılar,-
A2,Schriftlich,In written form,Yazılı olarak,-
A2,Schriftlichen,Written,Yazılı,-
B1,Schriftsteller,writer,yazar,der
B1,Schriftstellerin,writer,yazar,die
B1,Schritt,Step,Adım,der
B1,Schränk,cupboard,büfe,-
A1,Schuh,shoe,ayakkabı,der
A2,Schuhen,shoes,ayakkabı,-
B1,Schuhgeschäft,Shoe store,Ayakkabı mağazası,das
B1,Schulabschluss,Graduation,Mezuniyet,der
B1,Schularbeit,school work,okul işi,die
B1,Schularzen,school doctors,okul doktorları,-
B1,Schulbus,School bus,Okul otobüsü,der
B1,Schuld,Fault,Arıza,die
,Schulden,Debts,Borçlar,das
B1,Schuldig,Guilty,Suçlu,Adjektiv
A1,Schule,school,okul,die
B1,Schulferie,School holidays,Okul tatilleri,-
A2,Schulfäch,school subject,okul konusu,-
B1,Schulklaß,school class,okul sınıfı,-
B1,Schulnoten,School grades,Okul notları,-
B1,Schulter,shoulder,omuz,die
B1,Schulz,Schulz,Schulz,der
B1,Schuster,cobbler,ayakkabı tamircisi,der
B1,Schutz,Protection,Koruma,der
B1,Schutzrecht,Property right,Mülkiyet hakkı,-
A2,Schutzrechteberühre,Infringement of intellectual property rights,Fikri mülkiyet haklarının ihlali,-
A2,Schwach,Weak,Zayıf,-
B1,Schwag,Schwag,Schwag,-
B1,Schwamm,sponge,sünger,der
B1,Schwammerl,Mushroom,Mantar,das
B1,Schwammerln,Mushrooms,Mantarlar,-
A2,Schwanger,Pregnant,Hamile,-
B1,Schwangerschaft,pregnancy,gebelik,die
A1,Schwarz,black,siyah,das
B1,Schwarzbrot,Black bread,Siyah ekmek,das
B1,Schwarzes,Black,Siyah,-
B1,Schwarzfahr,Fare evasion,Ücret kaçırma,-
B1,Schwarzwald,Black Forest,Kara Orman,der
B1,Schweigen,Be silent,Sessiz ol,das
A2,Schwein,Pig,Domuz,das
A2,Schweinefleisch,pork,domuz eti,das
A2,Schweizer,Swiss,İsviçre,der
A2,Schweizerin,Swiss,İsviçre,-
A1,Schweizerisch,Swiss,İsviçre,Adjektiv
A1,Schwelle,threshold,eşik,die
A1,Schwer,heavy,ağır,Adjektiv
A1,Schwester,sister,kızkardeş,die
B1,Schwieger,brother-in-law,kayınbirader,-
B1,Schwiegerelt,in-law,Hukuk,-
B1,Schwiegertochter,daughter-in-law,gelin,die
B1,Schwiegervater,father-in-law,kayınpeder,der
A2,Schwierig,Difficult,Zor,-
B1,Schwierigkeit,difficulty,zorluk,die
A2,Schwimm,Swim,Yüzmek,-
A1,Schwimmbad,pool,havuz,das
A1,Schwimmen,To swim,Yüzmek,das
B1,Schwitzen,Sweat,Ter,das
A2,Schwommen,Swam,Yüzdüm,-
A2,Schädlich,Harmful,Zararlı,Adjektiv
B1,Schätzen,Treasure,Hazine,das
A1,Schön,Nice,Güzel,Adjektiv
A1,Schüler,Pupils,öğrenciler,der
A1,Schülerin,pupil,öğrenci,die
B1,Schüssel,Bowl,Tas,die
B1,Schütteln,Shake,Sallamak,das
A2,Schützen,Protect,Korumak,der
A1,Sechs,six,Altı,die
B1,Sechserpack,Six pack,Altılı paket,der
A1,Sechsstufig,Six-stage,Altı aşamalı,-
A1,Sechzehn,Sixteen,On altı,-
A1,Sechzig,Sixty,Altmış,-
A1,See,lake,göl,der
B1,Seelufen,Sea running,Deniz koşusu,-
B1,Seeufer,lakeside,göl kenarı,das
B1,Seh,See,Görmek,-
A1,Sehen,see,görmek,das
A1,Sehenswürdigkeit,Sightseeing,Manzara,die
A1,Sehr,very,çok,-
A2,Seif,Soo,çok,-
A1,Sein,Be,Olmak,das
A1,Seit,which since,hangi zamandan beri,-
B1,Seitdem,Since,O zamandan beri,-
A1,Seite,page,sayfa,die
A2,Sekretariat,Secretariat,Sekreterlik,das
B1,Sekretär,secretary,sekreter,der
A2,Sekretärin,secretary,sekreter,die
B1,Sekundarschule,secondary school,ortaokul,die
B1,Sekundarstufen,secondary schools,orta okullar,-
A1,Sekunde,second,ikinci,die
B1,Selb,Self,öz,-
B1,Selben,Same,Aynı,-
B1,Selber,Himself,kendisi,-
A2,Selbst,Himself,kendisi,das
A1,Selbstständig,Self-employed,Serbest meslek,Adjektiv
B1,Selbstverständlich,Of course,Elbette,Adjektiv
B1,Selten,Rarely,Nadiren,Adjektiv
B1,Seltsam,Strange,Garip,Adjektiv
B1,Seltsames,Strange thing,Garip şey,-
B1,Semantisch,Semantic,Anlamsal,Adjektiv
B1,Semest,semester,dönem,-
B1,Seminar,seminar,seminer,das
B1,Semmel,Bread,Ekmek,die
B1,Sen,Sen,Sen,der
B1,Senden,Send,Göndermek,das
B1,Sender,transmitter,verici,der
A2,Sendung,Broadcast,Yayın,die
B1,Senior,senior,kıdemli,der
B1,Seniorenheim,retirement home,huzur evi,das
B1,Senkrech,Vertical,Dikey,-
B1,Senkrecht,Perpendicular,Dik,-
A2,Separaen,Separates,ayırır,-
A2,Separat,Separately,Ayrı ayrı,Adjektiv
,Separator,separator,ayırıcı,der
A1,September,September,Eylül,der
B1,Serie,series,seri,die
A2,Service,service,hizmet,der
B1,Serviceangestellen,Service employees,Servis çalışanları,-
B1,Serviceangestellter,Service employee,Servis çalışanı,-
B1,Servieren,Serve,Sert,-
B1,Sessel,Armchair,Koltuk,der
B1,Set,set,ayarlamak,das
A2,Setz,Set,Ayarlamak,-
A2,Setzen,Set,Ayarlamak,das
A2,Setzung,settlement,yerleşim,-
B1,Shafer,Shafer,Şafer,-
A2,Shirtn,Shirtn,Gömlek,-
B1,Show,show,göstermek,die
A1,Sich,which,Hangi,-
A2,Sicher,secure,güvenli,-
B1,Sicherheit,Security,Güvenlik,die
B1,Sicherkälten,Safe cooling,Güvenli soğutma,-
B1,Sichern,Back up,Yedekle,das
B1,Sichtbar,Visible,Görünür,Adjektiv
B1,Sichtspunken,points of view,bakış açıları,-
A1,Sie,Of them,Onlardan,-
A1,Sieben,Seven,Yedi,die
A1,Siebzehn,Seventeen,On yedi,-
A1,Siebzig,Seventy,Yetmiş,die
B1,Sieg,victory,zafer,der
B1,Siegen,Win,Kazanç,das
B1,Sieger,winner,kazanan,der
B1,Siegerin,Winner,Kazanan,die
A2,Sieh,See,Görmek,-
B1,Siehst,See,Görmek,-
B1,Siezen,Siezen,Siezen,das
B1,Silbeen,Syllables,Heceler,-
A2,Silvester,New Year's Eve,Yeni Yıl arifesi,der
A2,Sing,Sing,Şarkı söylemek,-
B1,Singe,Sing,Şarkı söylemek,-
A2,Singen,Sing,Şarkı söylemek,das
B1,Sinken,Sink,Atmak,das
A1,Sinn,meaning,anlam,der
B1,Sinnlos,Pointless,Anlamsız,Adjektiv
B1,Sinnloses,Pointless,Anlamsız,-
A1,Sinntragend,Meaningful,Anlamlı,-
B1,Sinnvoll,Sensible,Mantıklı,Adjektiv
B1,Sioniere,Pioneers,Öncüler,-
A2,Situation,situation,durum,die
B1,Sitz,seat,koltuk,der
A1,Sitzen,sitting,oturma,das
B1,Sitzplatz,Seat,Koltuk,der
B1,Skier,Skis,Kayaklar,-
B1,Skifahren,To ski,Kayak yapmak,-
B1,Smartphone,Smartphone,Akıllı telefon,das
B1,Snack,snack,atıştırmalık,der
A1,So,Sun,Güneş,-
B1,Sobald,As soon as,En kısa zamanda,-
B1,Socke,sock,çorap,die
B1,Sodass,So that,Böylece,-
A1,Sofa,sofa,koltuk,das
B1,Sofia,Sofia,Sofya,-
A1,Sofort,Immediately,Hemen,-
B1,Softwar,Software,Yazılım,-
A2,Sogar,Even,Eşit,-
B1,Sogenannt,So-called,Sözde,-
B1,Sogenannter,So-called,Sözde,-
A1,Sohn,son,oğul,der
B1,Solange,As long as,Takdirde,-
A1,Solcher,Such,Çok,-
,Soll,Should,olmalı,das
A1,Sollen,Should,Meli,Verb
A2,Sollst,Should,olmalı,-
B1,Solltest,You should,Malısın,-
A1,Sommer,summer,yaz,der
B1,Sommerfahrplan,Summer timetable,Yaz tarifesi,-
B1,Sommerferien,Summer vacation,Yaz tatili,die
B1,Sommerfest,Summer festival,Yaz festivali,das
B1,Sommerurlaub,Summer vacation,Yaz tatili,der
B1,Sonderangebieten,Special orders,Özel siparişler,-
B1,Sonderder,Sonderder,Sonderder,-
B1,Sondern,Rather,Yerine,-
B1,Sonderpreis,Special price,Özel fiyat,der
B1,Sonderschule,Special school,Özel okul,die
B1,Sonenstand,position of the sun,güneşin konumu,-
B1,Song,song,şarkı,der
A1,Sonnabend,Saturday,Cumartesi,der
B1,Sonnabends,Saturdays,cumartesi,-
A1,Sonne,sun,Güneş,die
B1,Sonnenschutzfaktor,Sun protection factor,Güneş koruma faktörü,-
A2,Sonnig,Sunny,Güneşli,-
A1,Sonntag,Sunday,Pazar,der
A2,Sonntags,Sunday,Pazar,-
A2,Sonst,Otherwise,Aksi takdirde,-
A2,Sonstigen,Other,Diğer,-
B1,Sorge,Worries,Endişeler,die
B1,Sorgen,Care for,Bakım,das
A2,Sorry,Sorry,Üzgünüm,-
B1,Souvenir,souvenir,hatıra,das
B1,Soviel,So much,Bu kadar,-
B1,Sowieso,Anyway,Her neyse,-
A2,Sowohl,As well as,Birlikte,-
B1,Sozial,Social,Sosyal,Adjektiv
B1,Sozialarbeiter,Social worker,Sosyal hizmet uzmanı,der
B1,Sozialarbeiterin,Social worker,Sosyal hizmet uzmanı,die
A2,Sozialkund,Social studies,Sosyal bilgiler,-
,Sozius,Pillion,Arka yolcu,der
B1,Soß,Sauce,Sos,-
A1,Spanien,Spain,ispanya,das
A1,Spanier,Spaniards,İspanyollar,der
A2,Spanisch,Spanish,İspanyol,das
B1,Spannen,Tension,Tansiyon,das
A2,Spannend,Exciting,Heyecan verici,-
A2,Sparen,Save,Kaydetmek,das
A2,Sparken,Spark,Kıvılcım,-
B1,Sparkonto,Savings account,Tasarruf hesabı,das
B1,Sparsam,Thrifty,Tutumlu,Adjektiv
,Sparta,Sparta,Sparta,das
B1,Sparte,division,bölüm,die
,Spat,Late,Geç,der
A2,Spazier,Walk,Yürümek,-
A2,Spazieren,Stroll,Gezinti,das
A2,Spaziergang,Stroll,Gezinti,der
A2,Spaß,Fun,Eğlence,der
A2,Speich,Save,Kaydetmek,-
B1,Speicher,memory,hafıza,der
B1,Speicherkart,Memory card,Hafıza kartı,-
A1,Speis,food,yemek,der
A1,Speisekarn,corn,Mısır,-
B1,Speisewag,dining car,yemek arabası,-
B1,Spezial,Special,Özel,der
B1,Spezialisten,Specialists,Uzmanlar,-
B1,Spezialistin,Specialist,Uzman,die
B1,Spezialpfleg,Special care,Özel bakım,-
B1,Speziell,Special,Özel,Adjektiv
B1,Spiegel,Mirror,Ayna,der
A1,Spiel,game,oyun,das
A1,Spielen,of games,oyunların,das
B1,Spieler,player,oyuncu,der
B1,Spielerin,player,oyuncu,die
B1,Spielgruppe,Playgroup,Oyun grubu,-
B1,Spielplatz,playground,oyun alanı,der
B1,Spielzeug,toy,oyuncak,das
B1,Spitz,Pointed,Sivri,der
A1,Sport,sport,Spor,der
B1,Sportart,sport,spor,die
A2,Sporthallen,Sports halls,Spor salonları,-
B1,Sportler,sportsman,sporcu,der
B1,Sportlerin,sportswoman,sporcu,die
A2,Sportlich,Sporty,Sportif,-
A2,Sportplatz,Sports field,Spor sahası,der
B1,Sportprojeken,Sports projects,Spor projeleri,-
A1,Sportschuhe,Sports shoes,Spor ayakkabıları,-
A2,Sportsendung,Sports broadcast,Spor yayını,die
A1,Sportverein,Sports club,Spor kulübü,der
B1,Spot,spot,leke,der
A1,Sprachbeherrschung,Language fluency,Dil akıcılığı,die
A1,Sprache,Language,Dil,die
A1,Sprachen,Languages,Diller,-
A2,Sprachgebrauch,Usage of language,Dilin kullanımı,-
B1,Sprachinstitut,Language Institute,Dil Enstitüsü,-
A2,Sprachkenntnis,Language knowledge,Dil bilgisi,die
A1,Sprachkompetenz,language competence,dil yeterliliği,-
B1,Sprachkurs,Language course,Dil kursu,der
A1,Sprachkurse,Language courses,Dil kursları,-
A1,Sprachniveau,language level,dil seviyesi,das
A1,Sprachprüfung,Language test,Dil testi,die
B1,Sprachschule,Language school,Dil okulu,die
A2,Sprechstund,Consultation hours,Danışma saatleri,-
B1,Sprich,Speak,Konuşmak,-
B1,Springen,Jump,Zıplamak,das
B1,Spritze,Injection,Enjeksiyon,die
B1,Spur,track,izlemek,die
A1,Spät,Late,Geç,Adjektiv
B1,Spätestens,At latest,En geç,-
B1,Spüle,sink,atmak,die
B1,Spür,Feel,Hissetmek,-
B1,Spüren,Sense,Algı,das
B1,Staat,State,Durum,der
B1,Staatlich,State,Durum,Adjektiv
B1,Staatsangehörigkeien,Nationalities,Milliyetler,-
A1,Staatsangehörigkeit,nationality,milliyet,die
B1,Stadion,stadium,stadyum,das
B1,Stadium,stage,sahne,das
A1,Stadt,city,şehir,die
B1,Stadtbibliothek,City library,Şehir kütüphanesi,die
B1,Stadthall,City Hall,Belediye binası,-
A1,Stadtplan,city map,şehir haritası,der
B1,Stadtpräsident,Mayor,Belediye Başkanı,-
B1,Stadtpräsidentin,Mayor,Belediye Başkanı,-
B1,Stadtrundfahren,City tour,Şehir turu,-
B1,Stadtteil,district,semt,der
A2,Stadttour,City tour,Şehir turu,die
A2,Stadtzentrum,City center,Şehir merkezi,das
B1,Stahl,Steel,Çelik,der
B1,Stammen,stem,kök,das
,Stammtisch,Regulars' table,Müdavimlerin masası,der
B1,Standardsprachlich,Standard language,Standart dil,Adjektiv
A2,Standardvarian,Standard variant,Standart değişken,-
B1,Standardvarianen,Standard variants,Standart çeşitler,-
A2,Standardvariant,Standard variant,Standart değişken,-
B1,Standardvarietät,Standard variety,Standart çeşitlilik,-
,Standing,Standing,Ayakta,das
B1,Standpunken,viewpoints,bakış açıları,-
B1,Stank,Stank,Kokuşmuş,-
A2,Star,star,yıldız,der
A2,Stark,Strong,Güçlü,-
A1,Start,start,başlangıç,der
A2,Starten,Start,Başlangıç,das
B1,Station,station,istasyon,die
B1,Statistik,statistics,istatistikler,die
B1,Statistisch,Statistical,İstatistiksel,-
A2,Statt,Instead of,Yerine,die
A2,Stattfinden,Take place,Gerçekleşmek,das
B1,Stau,traffic jam,trafik sıkışıklığı,der
B1,Staub,Dust,Toz,der
B1,Staubsaugen,Vacuuming,Vakumlama,das
B1,Stauend,Jamming,Sıkışma,-
B1,Steak,steak,biftek,das
B1,Stechen,Sting,acı,das
B1,Steckdos,Sockets,Soketler,-
B1,Steckdosen,Sockets,Soketler,-
B1,Stecken,Put,Koymak,der
B1,Stecker,Plug,Fiş,der
A1,Stehen,Stand,Durmak,das
B1,Stehlen,Steal,Hırsızlık yapmak,das
A1,Steig,Rise,Yükselmek,der
A2,Steigen,Climb,Tırmanmak,das
B1,Steil,Steep,Dik,Adjektiv
B1,Stein,Stone,Taş,der
A1,Stellen,Place,Yer,das
A2,Stellenangebot,Job offer,İş teklifi,das
A2,Stellst,Put,Koymak,-
B1,Stempel,Rubber stamp,Lastik damga,der
A1,Sterben,Die,Ölmek,das
B1,Stern,star,yıldız,der
B1,Stets,Always,Her zaman,-
B1,Steuer,Tax,Vergi,die
B1,Steuererklärung,Tax return,Vergi beyannamesi,die
B1,Steward,steward,kâhya,der
B1,Stewardess,stewardess,hostes,die
A2,Stiefel,Boots,bot,der
B1,Stiegenhaus,Staircase,Merdiven,das
B1,Stiehlen,Steal,Hırsızlık yapmak,-
A2,Stifen,pens,kalemler,-
B1,Stilistisch,Stylistically,Biçimsel olarak,Adjektiv
B1,Still,Quiet,Sessizlik,das
A1,Stimme,voice,ses,die
B1,Stimmung,Mood,Mod,die
B1,Stink,Stink,Kokuşmuş,-
A2,Stipe,Stipe,Stipe,-
A2,Stipendium,scholarship,burs,das
A1,Stock,stick,Çubuk,der
A2,Stockwerk,floor,zemin,das
B1,Stoff,Material,Malzeme,der
B1,Stolz,Proud,Gurur duymak,der
B1,Stopp,stop,durmak,der
B1,Stoppen,Stop,Durmak,das
B1,Stoßen,Push,İtmek,das
A2,Str,Str,Cadde,-
B1,Strafbar,Punishable,Cezalandırılabilir,Adjektiv
B1,Strafe,Penalty,Penaltı,die
,Straftat,crime,suç,die
B1,Strafzettel,Traffic ticket,Trafik cezası,der
A2,Strand,Beach,Sahil,der
,Strang,strand,iplik,der
A1,Strassburg,Strasbourg,Strazburg,-
A1,Straße,Street,Sokak,die
A1,Straßenbahn,tram,tramvay,die
B1,Straßenrand,roadside,yol kenarı,der
B1,Straßenverkehr,Road traffic,Karayolu trafiği,der
B1,Strecken,Stretch,Uzatmak,das
B1,Streichen,Cancel,İptal etmek,das
B1,Streichholz,Matchstick,Kibrit çöpü,das
B1,Streik,strike,çarpmak,der
B1,Streiken,Strike,Çarpmak,das
B1,Streikt,Strikes,Grevler,-
B1,Streit,Fight,Kavga,der
A2,Streiten,Argue,Tartışmak,das
A2,Streng,Strictly,Kesinlikle,-
B1,Strengen,Strict,Sıkı,Verb
A2,Stress,stress,stres,der
A2,Stressig,Stressful,Stresli,-
B1,Strom,Electricity,Elektrik,der
B1,Struktur,structure,yapı,die
B1,Strumpf,stocking,çorap,der
B1,Strümpf,stocking,çorap,-
B1,Stud,Stud,Damızlık,-
A1,Student,student,öğrenci,der
A1,Studentin,student,öğrenci,die
B1,Studentinn,student,öğrenci,-
